-- BATHTUBS --,Description,Finish,Model #,List Price,Vendor,Mult.,Specs,Images,ImageFormula,RETURN TO TABLE OF CONTENTS
Bain Ultra Charism 66x36x24 (Acrylic / Freestanding Oval / Center),"Charism acrylic freestanding oval tub | Nominal Size:  64"" x 36"" x 24"" | Bathing Well: 41 3/4"" x 23 5/8"" x 16"" (51 gallon capacity); Includes Geysair® Hydro-Thermo Massage, wall-mount control, and heated backrest; Requires integrated waste & overflow (BOVERINI-XX) and template (90000067)",White,BCH3OF00T-01,"$8,395.00",Robinson,0.65,https://www.bainultra.com/bath-collections/charism-collection/charism-6436,,"=IMAGE(""https://bainultra.com/sites/default/files/2018-01/Charism-6436.jpg"",4,175,175)",
Bain Ultra Esthesia 66x36x25 (Acrylic / Freestanding Oval / Center),"Esthesia acrylic freestanding oval tub | Nominal Size:   64"" x 36"" x 25"" | Bathing Well: 47 3/8"" x 23"" x 15 7/8"" (59 gallon capacity); Includes Geysair® Hydro-Thermo Massage, wall-mount control, and heated backrest; Requires integrated waste & overflow (BOVERINI-XX) and template (90000066)",White,BEA3RF00T-01,"$7,125.00",Robinson,0.65,https://www.bainultra.com/bath-collections/esthesia-collection/esthesia-6436,,"=IMAGE(""https://bainultra.com/sites/default/files/2018-01/Esthesia-6436-freestanding.jpg"",4,150,150)",
"Bain Ultra Sanos 66x36x24, Flat Deck (Acrylic / Freestanding Oval / Center)","Sanos acrylic freestanding oval tub with flat deck | Nominal Size:  66"" x 36"" x 24"" | Bathing Well: 42 3/8"" x 22 1/4"" x 14 7/8"" (48 gallon capacity); Includes Geysair® Hydro-Thermo Massage, wall-mount control, and heated backrest; Requires separate waste & overflow (BOVERD13-XX)",White,BBSLOFN0T-01,"$7,175.00",Robinson,0.65,https://www.bainultra.com/bath-collections/balneo-collection/sanos-6636#show,,"=IMAGE(""https://bainultra.com/sites/default/files/2018-01/Balneo-sanos-6636-flat-deck.jpg"",4,175,175)",
"Bain Ultra Sanos 66x36x24, Rolled Deck (Acrylic / Freestanding Oval / Center)","Sanos acrylic freestanding oval tub with flat deck | Nominal Size: 66"" x 36"" x 24"" | Bathing Well: 42 3/8"" x 22 1/4"" x 14 7/8"" (48 gallon capacity); Includes Geysair® Hydro-Thermo Massage, wall-mount control, and heated backrest; Requires separate waste & overflow (BOVERD13-XX)",White,BBSLOFP0T-01,"$7,175.00",Robinson,0.65,https://www.bainultra.com/bath-collections/balneo-collection/sanos-6636#show,,"=IMAGE(""https://bainultra.com/sites/default/files/2018-01/Balneo-sanos-6636-flat-deck.jpg"",4,175,175)",
Bain Ultra Scala 66x38x25 (Acrylic / Freestanding Oval / Center / BLK Feet),"Scala acrylic freestanding oval tub with MATTE BLACK feet | Nominal Size:  66"" x 38"" x 25"" | Bathing Well: 44 1/2"" x 23 1/8"" x 17 1/2"" (62 gallon capacity); Includes Geysair® Hydro-Thermo Massage, wall-mount control, and heated backrest; Requires integrated waste & overflow (BOVERINI-XX) and template (90000077)",White with Matte Black Feet,"BSCMOF00T-01 (Tub), BFEETSC-19 (Feet, Specify Finish)",#N/A,Robinson,0.65,https://www.bainultra.com/bath-collections/scala-collection/scala-6638,,"=IMAGE(""https://bainultra.com/sites/default/files/2018-12/scal_6638_freestanding_low_0.jpg"",4,175,175)",
Bain Ultra Scala 66x38x25 (Acrylic / Freestanding Oval / Center / BSN Feet),"Scala acrylic freestanding oval tub with BRUSHED NICKEL feet | Nominal Size:  66"" x 38"" x 25"" | Bathing Well: 44 1/2"" x 23 1/8"" x 17 1/2"" (62 gallon capacity); Includes Geysair® Hydro-Thermo Massage, wall-mount control, and heated backrest; Requires integrated waste & overflow (BOVERINI-XX) and template (90000077)",White with Brushed Nickel Feet,"BSCMOF00T-01 (Tub), BFEETSC-09 (Feet, Specify Finish)","$7,450.00",Robinson,0.65,https://www.bainultra.com/bath-collections/scala-collection/scala-6638,,"=IMAGE(""https://bainultra.com/sites/default/files/2018-12/scal_6638_freestanding_low_0.jpg"",4,175,175)",
Bain Ultra Scala 66x38x25 (Acrylic / Freestanding Oval / Center / CHR Feet),"Scala acrylic freestanding oval tub with CHROME feet | Nominal Size:  66"" x 38"" x 25"" | Bathing Well: 44 1/2"" x 23 1/8"" x 17 1/2"" (62 gallon capacity); Includes Geysair® Hydro-Thermo Massage, wall-mount control, and heated backrest; Requires integrated waste & overflow (BOVERINI-XX) and template (90000077)",White with Chrome Feet,"BSCMOF00T-01 (Tub), BFEETSC-07 (Feet, Specify Finish)","$7,450.00",Robinson,0.65,https://www.bainultra.com/bath-collections/scala-collection/scala-6638,,"=IMAGE(""https://bainultra.com/sites/default/files/2018-12/scal_6638_freestanding_low_0.jpg"",4,175,175)",
Bain Ultra Scala 66x38x25 (Acrylic / Freestanding Oval / Center / GOLD Feet),"Scala acrylic freestanding oval tub with SATIN BRASS feet | Nominal Size:  66"" x 38"" x 25"" | Bathing Well: 44 1/2"" x 23 1/8"" x 17 1/2"" (62 gallon capacity); Includes Geysair® Hydro-Thermo Massage, wall-mount control, and heated backrest; Requires integrated waste & overflow (BOVERINI-XX) and template (90000077)",White with Satin Brass Feet,"BSCMOF00T-01 (Tub), BFEETSC-18 (Feet, Specify Finish)",#N/A,Robinson,0.65,https://www.bainultra.com/bath-collections/scala-collection/scala-6638,,"=IMAGE(""https://bainultra.com/sites/default/files/2018-12/scal_6638_freestanding_low_0.jpg"",4,175,175)",
Bain Ultra Scala 66x38x25 (Acrylic / Freestanding Oval / Center / PN Feet),"Scala acrylic freestanding oval tub with POLISHED NICKEL feet | Nominal Size:  66"" x 38"" x 25"" | Bathing Well: 44 1/2"" x 23 1/8"" x 17 1/2"" (62 gallon capacity); Includes Geysair® Hydro-Thermo Massage, wall-mount control, and heated backrest; Requires integrated waste & overflow (BOVERINI-XX) and template (90000077)",White with Polished Nickel Feet,"BSCMOF00T-01 (Tub), BFEETSC-10 (Feet, Specify Finish)","$7,450.00",Robinson,0.65,https://www.bainultra.com/bath-collections/scala-collection/scala-6638,,"=IMAGE(""https://bainultra.com/sites/default/files/2018-12/scal_6638_freestanding_low_0.jpg"",4,175,175)",
Bain Ultra Origami 72x36x22 ( Drop In / Alcove / Undermount / Center),,White,BOOVR120N-01,"$1,776.00",Granite Group,,https://bainultra.com/bath-collections/origami-collection/origami-7236-original-series,,"=IMAGE(""https://images.webfronts.com/cache/frosnckawxjq.jpg?imgeng=/w_300"",1)",
Fleurco Alto Petite 58x31x22 (Acrylic / Freestanding Oval / Center),"Alto Petite acrylic freestanding oval tub with deck space for faucet installation
- Nominal Size: 58"" x 31"" x 22""
- Bathing Well: 38 3/8"" x 18 7/8"" x 14 3/4""
- 62 gallon capacity
- Requires separate drain (DRAINRC-T-PVC)",White,BAL5831-18,"$3,108.00",Boston Basins,0.55,https://fleurco.com/bathtubs/alto-petite,,"=IMAGE(""https://fleurco.com/cms/controller/services/Thumbnail.ashx?width=600&fileName=/media/website_bathtubs.photo/aria_alto_petite.jpg"",1)",
Fleurco Concerto Grande 66x31x30 (Acrylic / Freestanding Oval),"Concerto Grande acrylic freestanding oval tub with deck space for faucet installation
- Nominal Size:  66 7/8"" x 31 1/2"" x 30 5/8""
- Bathing Well: 45 3/4"" x 21 7/8"" x 14""
- 63 gallon capacity
- Requires separate drain (DRAINRC-T-PVC)",White,BZCO6731-18,"$2,624.00",Boston Basins,0.55,https://fleurco.com/bathtubs/concerto-grande,,"=IMAGE(""https://fleurco.com/cms/controller/services/Thumbnail.ashx?width=200&fileName=/media/website_bathtubs.photo/opus_concerto_bzco6731.jpg"",1)",
Fleurco Libretto Petite 59x31x22 (Acrylic / Freestanding Oval / Center),"Libretto Petite acrylic freestanding oval tub with deck space for faucet installation | Nominal Size: 59"" x 31"" x 22"" | Bathing Well: 39 3/8"" x 18 7/8"" x 14 1/8"" (54 gallon capacity); Requires separate drain (DRAINRC-T-PVC)",White,BZLI5931-18,"$2,282.00",Boston Basins,0.55,https://fleurco.com/bathtubs/libretto-petite,,"=IMAGE(""https://fleurco.com/cms/controller/services/Thumbnail.ashx?width=600&fileName=/media/website_bathtubs.photo/opus_libretto_5931-letter.jpg"",1)",
Fleurco Motif 60x32 (Acrylic / Alcove / LH),"Motif acrylic alcove bath with integral apron, integral flange
- Left-hand drain
- Nominal Size:  60"" x 32"" x 21""
- Bathing Well: 48 1/2"" x 24 5/8"" x 13 5/8""
- 69 gallon capacity
- Requires  SlideOn™ drain (DRNSLIDE-X-PVC)",White,"BZMO6032L-18","$1,577.00",Boston Basins,0.55,https://fleurco.com/bathtubs/motif-6032,,"=IMAGE(""https://fleurco.com/cms/controller/services/Thumbnail.ashx?width=200&fileName=/media/website_bathtubs.photo/opus_motif.jpg"",1)",
Fleurco Motif 60x32 (Acrylic / Alcove / RH),"Motif acrylic alcove bath with integral apron, integral flange
- Right-hand drain
- Nominal Size:  60"" x 32"" x 21""
- Bathing Well: 48 1/2"" x 24 5/8"" x 13 5/8""
- 69 gallon capacity
- Requires  SlideOn™ drain (DRNSLIDE-X-PVC)",White,"BZMO6032R-18
","$1,577.00",Boston Basins,0.55,https://fleurco.com/bathtubs/motif-6032,,"=IMAGE(""https://fleurco.com/cms/controller/services/Thumbnail.ashx?width=200&fileName=/media/website_bathtubs.photo/opus_motif.jpg"",1)",
Fleurco Waltz Petite 59x31x18 (Acrylic / Freestanding Rectangular / Center),"Libretto Waltz acrylic freestanding rectangular tub with deck space for faucet installation | Nominal Size:  59"" x 31"" x 18"" | Bathing Well: 43 3/8"" x 18 3/4"" x 14 1/8"" (60 gallon capacity); Requires separate drain (DRAINRC-T-PVC)",White,BZWA5931-18,"$2,457.90",Boston Basins,0.55,https://fleurco.com/bathtubs/waltz-petite,,"=IMAGE(""https://fleurco.com/cms/controller/services/Thumbnail.ashx?width=600&fileName=/media/website_bathtubs.photo/opus_walts_5931_bleed-letter.jpg"",1)",
Kohler Archer 60x30x19 (Acrylic / Alcove / LH),"Archer acrylic alcove bath with integral apron, integral flange
- Left-hand drain
- Nominal Size:  60"" x 30"" x 19""
- Bathing Well: 45 1/8"" x 19 11/16 x 15 1/8""
- 57 gallon capacity)
- Requires ClearFlo drain (K-7272)",White,K-1946-LA-0,$949.35,Granite Group,0.6,https://www.us.kohler.com/us/archer-60-x-30-alcove-bath-w-integral-apron-integral-flange-and-left-hand-drain/productDetail/bathing/931163.htm?skuId=930924&brandId=1159437,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzac32872_rgb}"",1)",
Kohler Archer 60x30x19 (Acrylic / Alcove / RH),"Archer acrylic alcove bath with integral apron, integral flange
- Right-hand drain
- Nominal Size:  60"" x 30"" x 19""
- Bathing Well: 45 1/8"" x 19 11/16 x 15 1/8""
- 57 gallon capacity)
- Requires ClearFlo drain (K-7272)",White,K-1946-RA-0,$949.35,Granite Group,0.6,https://www.us.kohler.com/us/archer-60-x-30-alcove-bath-w-integral-apron-integral-flange-and-right-hand-drain/productDetail/bathing/931164.htm,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzac32874_rgb}"",1)",
"Kohler Archer 60x30x19, No Apron (Acrylic / Alcove / LH)","Archer acrylic alcove bath with integral flange and left-hand drain | Nominal Size:  60"" x 30"" x 19"" | Bathing Well: 45 1/8"" x 19 11/16 x 15 1/8"" (57 gallon capacity); Requires ClearFlo drain (K-7272)",White,K-1946-L-0,$804.50,Granite Group,0.6,https://www.us.kohler.com/us/archer-60-x-30-alcove-bath-with-integral-flange-and-left-hand-drain/productDetail/bathing/922327.htm,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzab28743_rgb}"",1)",
"Kohler Archer 60x30x19, No Apron (Acrylic / Alcove / RH)","Archer acrylic alcove bath with integral flange, less apron
- Right-hand drain
- Nominal Size:  60"" x 30"" x 19""
- Bathing Well: 45 1/8"" x 19 11/16 x 15 1/8""
- 57 gallon capacity)
- Requires ClearFlo drain (K-7272)",White,K-1946-R-0,$828.80,Granite Group,0.6,https://www.us.kohler.com/us/archer-60-x-30-alcove-bath-with-integral-flange-and-right-hand-drain/productDetail/bathing/922328.htm,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzab28747_rgb}"",1)",
Kohler Archer 60x32x19 (Acrylic / Alcove / RH),"Archer® acrylic alcove bath with integral apron, integral flange
- Right-hand drain
- Nominal Size: 60"" x 32"" x 19""
- Bathing Well: 45 1/8"" x 19 11/16"" x 15""
- 58 gallon capacity
- Requires ClearFlo drain (K-7272)
- Therapy options available",White,K-1123-RA-0,"$1,097.80",Granite Group,0.6,https://www.us.kohler.com/us/archer-60-x-32-alcove-bath-w-integral-apron-integral-flange-and-right-hand-drain/productDetail/bathing/425547.htm?skuId=394494&brandId=empty&,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzac32866_rgb}"",1)",
Kohler Archer 60x32x19 (Acrylic / Alcove / LH),"Archer® acrylic alcove bath with integral apron, integral flange
- Left-hand drain
- Nominal Size: 60"" x 32"" x 19""
- Bathing Well: 45 1/8"" x 19 11/16"" x 15""
- 58 gallon capacity
- Requires ClearFlo drain (K-7272)
- Therapy options available",White,"K-1123-LA-0
","$1,097.80",Granite Group,0.6,https://www.us.kohler.com/us/archer-60-x-32-alcove-bath-with-integral-apron-integral-flange-and-left-hand-drain/productDetail/bathing/425546.htm,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzac32864_rgb}"",1)",
Kohler Archer 60x32x19 (Acrylic / Alcove / RH) (BISCUIT),"Archer® acrylic alcove bath with integral apron, integral flange
- Right-hand drain
- Nominal Size: 60"" x 32"" x 19""
- Bathing Well: 45 1/8"" x 19 11/16"" x 15""
- 58 gallon capacity
- Requires ClearFlo drain (K-7272)
- Therapy options available",Biscuit,K-1123-RA-96,"$1,097.80",Granite Group,0.6,https://www.us.kohler.com/us/archer-60-x-32-alcove-bath-w-integral-apron-integral-flange-and-right-hand-drain/productDetail/bathing/425547.htm?skuId=394501&brandId=empty&=undefined,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzac32892_rgb}&fmt"",1)",
Kohler Archer 60x32x19 (Acrylic / Alcove / LH) (BISCUIT),"Archer® acrylic alcove bath with integral apron, integral flange
- Left-hand drain
- Nominal Size: 60"" x 32"" x 19""
- Bathing Well: 45 1/8"" x 19 11/16"" x 15""
- 58 gallon capacity
- Requires ClearFlo drain (K-7272)
- Therapy options available",Biscuit,K-1123-LA-96,"$1,097.80",Granite Group,0.6,https://www.us.kohler.com/us/archer-60-x-32-alcove-bath-with-integral-apron-integral-flange-and-left-hand-drain/productDetail/bathing/425546.htm?skuId=394480,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzac32884_rgb}&fmt"",1)",
Kohler Archer 66x32x19 (Acrylic / Alcove / LH),"Archer acrylic alcove bath with integral apron, integral flange and left-hand drain | Nominal Size: 60"" x 32"" x 19"" | Bathing Well: 45 1/8"" x 19 11/16"" x 15"" (58 gallon capacity); Requires ClearFlo drain (K-7272)",White,K-1948-LA-0,"$1,297.45",Granite Group,0.6,https://www.us.kohler.com/us/archer-66-x-32-three-side-integral-flange-bath-w-left-hand-drain/productDetail/bathing/931171.htm?skuId=931012&brandId=1159437,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzac32876_rgb}"",1)",
Kohler Archer 66x32x19 (Acrylic / Alcove / LH),"Archer acrylic alcove bath with integral flange and left-hand drain | Nominal Size: 66"" x 32"" x 19"" | Bathing Well: 50 3/8"" x 19 5/8"" x 15 5/16"" (66 gallon capacity); Requires ClearFlo drain (K-7272)",White,K-1948-LA-0,"$1,297.45",Granite Group,0.6,https://www.us.kohler.com/us/archer-exocrylic-66-x-32-three-side-integral-flange-bath-with-left-hand-drain/productDetail/bathing/931171.htm,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzac32876_rgb}"",1)",
Kohler Archer 66x32x19 (Acrylic / Alcove / RH),"Archer acrylic alcove bath with integral flange and right-hand drain | Nominal Size: 66"" x 32"" x 19"" | Bathing Well: 50 3/8"" x 19 5/8"" x 15 5/16"" (66 gallon capacity); Requires ClearFlo drain (K-7272)",White,K-1948-RA-0,"$1,297.45",Granite Group,0.6,https://www.us.kohler.com/us/archer-66-x-32-three-side-integral-flange-bath-w-right-hand-drain/productDetail/bathing/931172.htm,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzac32878_rgb}"",1)",
Kohler Archer 72x36x19 (Acrylic / Drop-In / End),"Archer® acrylic drop-in bath
- End drain
- Nominal Size: 72"" x 36"" x 19""
- Bathing Well: 51 3/8"" x 21"" x 15""
- 72 gallon capacity
- Requires slotted drain (K-7272)
- Therapy options available",White,K-1125,"$1,266.90",Granite Group,0.6,https://www.us.kohler.com/us/archer-72-x-36-drop-in-bath/productDetail/bathing/425557.htm?skuId=394621&brandId=1159437,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzaa57365_rgb}"",1)",
Kohler Bellwether 60x30x14 (Cast Iron / Alcove / LH),"Bellwether® enameled cast iron alcove bath with integral apron, integral flange
- Left-hand drain
- Nominal Size: 60"" x 30"" x 14""
- Bathing Well: 48 3/4"" x 19 5/16"" x 9""
- 32.6 gallon capacity
- Requires cable drain (K-37386-NA)",White,K-837-0,$848.00,Granite Group,0.6,https://www.us.kohler.com/us/bellwether-60-x-30-alcove-bath-with-integral-apron-and-left-hand-drain/productDetail/bathing/429144.htm?skuId=415310&brandId=656446,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzaa98489_rgb}"",1)",
Kohler Bellwether 60x30x14 (Cast Iron / Alcove / RH),"Bellwether® enameled cast iron alcove bath with integral apron, integral flange
- Right-hand drain
- Nominal Size: 60"" x 30"" x 14""
- Bathing Well: 48 3/4"" x 19 5/16"" x 9""
- 32.6 gallon capacity
- Requires cable drain (K-37386-NA)",White,K-838-0,$848.00,Granite Group,0.6,https://www.us.kohler.com/us/bellwether-60-x-30-alcove-bath-with-integral-apron-and-right-hand-drain/productDetail/bathing/429145.htm,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzaa98506_rgb}"",1)",
Kohler Bellwether 60x32x15 (Cast Iron / Alcove / LH),"Bellwether® enameled cast iron alcove bath with integral apron, integral flange
- Left-hand drain
- Nominal Size: 60"" x 32"" x 15""
- Bathing Well: 43 7/8"" x 21"" x 11 5/16""
- 44 gallon capacity
- Requires cable drain (K-37383-NA)",White,"K-875-0","$1,135.40",Granite Group,0.6,https://www.us.kohler.com/us/bellwether-60-x-32-alcove-bath-with-integral-apron-and-left-hand-drain/productDetail/bathing/427014.htm,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzaa70169_rgb}"",1)",
Kohler Bellwether 60x32x15 (Cast Iron / Alcove / RH),"Bellwether® enameled cast iron alcove bath with integral apron, integral flange
- Right-hand drain
- Nominal Size: 60"" x 32"" x 15""
- Bathing Well: 43 7/8"" x 21"" x 11 5/16""
- 44 gallon capacity
- Requires cable drain (K-37383-NA)",White,"K-876-0","$1,135.40",Granite Group,0.6,https://www.us.kohler.com/us/bellwether-60-x-32-alcove-bath-with-integral-apron-and-right-hand-drain/productDetail/bathing/427015.htm,,"=IMAGE(""https://kohler.scene7.com/is/image/PAWEB/Category_Template?$PDPcon$&$gradient_src=PAWEB%2Forganic-gradient&$shadow_src=PAWEB%2FBlank&$Badge1_src=PAWEB%2FBlank&$Badge4_src=PAWEB%2FBlank&$Badge3_src=PAWEB%2FBlank&$Badge2_src=PAWEB%2FBlank&$product_src=is{PAWEB%2Fzaa57530_rgb}"",1)",
