-- BATHTUBS --,Description,Finish,Model #,List Price,Vendor,Mult.,Specs,Images,ImageFormula,RETURN TO TABLE OF CONTENTS
Maax Brioso 66x36x23 (Acrylic / Freestanding) (GRAY),"Brioso acrylic freestanding bath with deck space for faucet
- Nominal Size:  66"" x 36"" x 23""
- Bathing Well: 62 7/8"" x 28""
- 68 gal capacity
- Requires F2 drain kit (10034341) 
- Requires positioning template (10034338)",White with gray apron,103903-000-010,"$2,228.00",Robinson,0.6,https://maax.com/en/product/brioso-6636_103903,,"=IMAGE(""https://maax.com/-/media/productassets/maax/103903/images/maax-mx103903-010.jpg?h=672&w=800&v=1&d=20171018T213220Z&hash=ACD1FDE58539898DBCE714FB237FCF6651A962BF"",1)",
Maax Brioso 66x36x23 (Acrylic / Freestanding) (BLACK),"Brioso acrylic freestanding bath with deck space for faucet
- Nominal Size:  66"" x 36"" x 23""
- Bathing Well: 62 7/8"" x 28""
- 68 gal capacity
- Requires F2 drain kit (10034341) 
- Requires positioning template (10034338)",White with black apron,103903-000-015,"$2,228.00",Robinson,0.6,https://maax.com/en/product/brioso-6636_103903,,"=IMAGE(""https://maax.com/-/media/productassets/maax/103903/images/maax-mx103903-015.jpg?h=672&w=800&v=1&d=20171018T213224Z&hash=7443A5E6CDE1DF8CEA9803CC270D5084516E6048"",1)",
Maax Delsia 66x36x27 (Acrylic / Freestanding),"Delsia acrylic freestanding bath with deck space for faucet
- Nominal Size:  66"" x 36"" x 27""
- Bathing Well: 42"" x 18 7/8"" x 16 3/4""
- 59 gal capacity
- Requires F2 drain kit (10034341) 
- Requires positioning template (10037416)",White,106193-000-002,"$2,162.00",Robinson,0.6,https://maax.com/en/product/delsia-6636_106193,,"=IMAGE(""https://maax.com/-/media/productassets/maax/106193/images/maax-mx106193-002-2.jpg"",1)",
Maax Exhibit 60x30x18 (Acrylic / Alcove / LH),"Exhibit IFS acrylic bath with integral apron, integral flange, and left-hand drain | Nominal Size: 60"" x 30"" x 18"" | Bathing Well: 46 1/4"" x 19 1/2"" x 14 1/4"" (44 gallon capacity); Requires separate drain (10022491); Therapy Systems Available; ",White,105519-L-000-001,$918.00,Robinson,0.6,https://maax.com/en/product/exhibit-6030-ifs_105519?v=105519-L-000-001,,"=IMAGE(""https://abgprdcdn-maax.azureedge.net/-/media/productassets/maax/105519/images/maax-mx105519-001-2.jpg?h=672&w=800&v=1&d=20171018T221041Z&hash=6BC42B32FBCF4138448AA6835BB8F8B7EF4D1BE6"",1)",
Maax Exhibit 60x30x18 (Acrylic / Alcove / RH),"Exhibit IFS acrylic bath with integral apron, integral flange, and right-hand drain | Nominal Size: 60"" x 30"" x 18"" | Bathing Well: 46 1/4"" x 19 1/2"" x 14 1/4"" (44 gallon capacity); Requires separate drain (10022491); Therapy Systems Available; ",White,105519-R-000-001,$918.00,Robinson,0.6,https://maax.com/en/product/exhibit-6030-ifs_105519?v=105519-R-000-001,,"=IMAGE(""https://abgprdcdn-maax.azureedge.net/-/media/productassets/maax/105519/images/maax-mx105519-001-2.jpg?h=672&w=800&v=1&d=20171018T221041Z&hash=6BC42B32FBCF4138448AA6835BB8F8B7EF4D1BE6"",1)",
"Maax Exhibit 60x32x18, No Apron (Acrylic / Alcove / LH)","Exhibit IF acrylic bath with integral flange, less apron
- Left-hand drain
- Nominal Size: 60"" x 32"" x 18""
- Bathing Well: 44"" x 19 1/8"" x 15 1/8""
- 48 gallon capacity
- Requires separate drain (10022491)
- Therapy Systems Available",White,105514-L-000-001,$810.00,Robinson,0.6,https://maax.com/en/product/exhibit-6032-if_105514,,"=IMAGE(""https://maax.com/-/media/productassets/maax/105514/images/maax-mx105514-001-2.jpg?h=168&w=200&v=1&d=20171018T220855Z&hash=0DCF08B0964F6CC885098075219585D8C2CC25CC"",1)",
"Maax Exhibit 60x32x18, No Apron (Acrylic / Alcove / RH)","Exhibit IF acrylic bath with integral flange, less apron
- Right-hand drain
- Nominal Size: 60"" x 32"" x 18""
- Bathing Well: 44"" x 19 1/8"" x 15 1/8""
- 48 gallon capacity
- Requires separate drain (10022491)
- Therapy Systems Available",White,05514-R-000-001,$810.00,Robinson,0.6,https://maax.com/en/product/exhibit-6032-if_105514?v=105514-R-000-001,,"=IMAGE(""https://maax.com/-/media/productassets/maax/105514/images/maax-mx105514-001-2.jpg?h=168&w=200&v=1&d=20171018T220855Z&hash=0DCF08B0964F6CC885098075219585D8C2CC25CC"",1)",
Maax Exhibit 66x34x18 (Acrylic / Undermount),"Exhibit acrylic bath, less flange, less apron
- Left-hand drain
- Nominal Size: 66"" x 34"" x 18""
- Bathing Well: 59 1/8"" x 25 7/8"" x 15 1/2""
- 55 gallon capacity
- Requires separate drain (10022491)
- Therapy Systems Available",White,106219-000-001,$957.00,Robinson,0.6,https://maax.com/en/product/exhibit-6634_106219?__cf_chl_jschl_tk__=ce24468eb66c2381992cacb0f5cf53ebe67c4a7f-1605722559-0-AU_nu2sS6tc9IWooAunD8d1jua8gI9IsOdYHA4iBlV7dpOn3iKHYqKE2_4yXl5gnztr7OiSZKM_wqnW09_TYHqM3lIHQJIvG-PCVkd_ALGc9MdUtI5tnNRX6MFD4Lw-VTseQ9wnj87F5ZGXrktXHMSZByqhzugOLH4moWnZ5-m2BhQ0hWS9xGwMBnuVDxwdw2odVjUE_DSUrv-2LomU3qBVhqfmW2ZPgijHim_PSpywnVg_E7Yx0SxtILUmNvV2tUlPaBR_E6VllxrBOPSu1jALxHHCACwd3DIeuEm896a1RAsURLq7evyWgx20Te00Dk7w4njA3Cgg6VnbzsBXVvNPrhdP-UqUeizNrHSk4VP_z,,"=IMAGE(""https://maax.com/-/media/productassets/maax/106219/images/maax-mx106219-001-2.jpg?h=672&w=800&v=1&d=20171018T232738Z&hash=F2A3D67D85725E3D0AC9D27A0DBDEF42E21A1AED"",1)",
Maax Exhibit 60x32x18 (Acrylic / Alcove / LH),"Exhibit IFS acrylic bath with integral apron, integral flange
- Left-hand drain
- Nominal Size: 60"" x 32"" x 18""
- Bathing Well: 44"" x 19 1/8"" x 15 1/8""
- 44 gallon capacity
- Requires separate drain (10022491)
- Therapy Systems Available",White,105520-L-000-001,$992.00,Robinson,0.6,https://maax.com/en/product/exhibit-6032-ifs_105520,,"=IMAGE(""https://maax.com/-/media/productassets/maax/105520/images/maax-mx105520-001-2.jpg"",1)",
Maax Exhibit 60x32x18 (Acrylic / Alcove / RH),"Exhibit IFS acrylic bath with integral apron, integral flange
- Right-hand drain
- Nominal Size: 60"" x 32"" x 18""
- Bathing Well: 44"" x 19 1/8"" x 15 1/8""
- 44 gallon capacity
- Requires separate drain (10022491)
- Therapy Systems Available",White,105520-R-000-001,$992.00,Robinson,0.6,https://maax.com/en/product/exhibit-6032-ifs_105520?v=105520-R-000-001,,"=IMAGE(""https://maax.com/-/media/productassets/maax/105520/images/maax-mx105520-001-2.jpg"",1)",
Maax Exhibit 60x36x18 (Acrylic / Alcove / LH),"Exhibit IFS acrylic bath with integral apron, integral flange, and left-hand drain | Nominal Size: 60"" x 36"" x 18"" | Bathing Well: 46 3/8"" x 21 3/4"" x 15 1/2"" (56 gallon capacity); Requires separate drain (10022491); Therapy Systems Available",White,106172-L-000-001,"$1,108.00",Robinson,0.6,https://maax.com/en/product/exhibit-6036-ifs_106172,,"=IMAGE(""https://abgprdcdn-maax.azureedge.net/-/media/productassets/maax/106172/images/maax-mx106172-001-2.jpg?h=672&w=800&v=1&d=20171018T230750Z&hash=AE0AB866C5B4DE41E491EC370CE1FB8EF4547EA9"",1)",
Maax Exhibit 60x36x18 (Acrylic / Alcove / RH),"Exhibit IFS acrylic bath with integral apron, integral flange, and right-hand drain | Nominal Size: 60"" x 36"" x 18"" | Bathing Well: 46 3/8"" x 21 3/4"" x 15 1/2"" (56 gallon capacity); Requires separate drain (10022491); Therapy Systems Available",White,106172-R-000-001,"$1,108.00",Robinson,0.6,https://maax.com/en/product/exhibit-6036-ifs_106172,,"=IMAGE(""https://maax.com/-/media/productassets/maax/106172/images/maax-mx106172-001-2.jpg"",1)",
Maax Exhibit 60x36x18 (Acrylic / Drop In),"Exhibit acrylic drop-in bath 
- Nominal Size: 60"" x 36"" x 18""
- Bathing Well: 54 5/8"" x 27 7/8 x 15 1/2""
- 41 gallon capacity
- Requires separate drain (10022491)
- Therapy Systems Available",White,106170-000-001,"$1,095.00",Robinson,0.6,https://maax.com/en/product/exhibit-6036_106170,,"=IMAGE(""https://maax.com/-/media/productassets/maax/106170/images/maax-mx106170-001-1.jpg?h=672&w=800&v=1&d=20171018T230647Z&hash=FC0C4EE4D63E341CEE1268A61010235272D159CA"",1)",
Maax Exhibit 66x32x18 (Acrylic / Alcove / LH),"Exhibit IFS acrylic bath with integral apron, integral flange, and left-hand drain | Nominal Size: 66x32x18 | Bathing Well: 46 5/8"" x 19 7/8"" x 14 1/2"" (55 gallon capacity); Requires separate drain (10022491); Therapy Systems Available",White,106221-L-000-001,"$1,152.00",Robinson,0.6,https://maax.com/en/product/exhibit-6632-ifs_106221,,"=IMAGE(""https://maax.com/-/media/productassets/maax/106221/images/maax-mx106221-001-2.jpg?h=672&w=800&v=1&d=20171018T232843Z&hash=59C9B0DB4FCE4F73FF79B541258BB5007E0E7173"",1)",
Maax Exhibit 66x32x18 (Acrylic / Alcove / RH),"Exhibit IFS acrylic bath with integral apron, integral flange, and right-hand drain | Nominal Size: 66x32x18 | Bathing Well: 46 5/8"" x 19 7/8"" x 14 1/2"" (55 gallon capacity); Requires separate drain (10022491); Therapy Systems Available",White,106221-R-000-001,"$1,152.00",Robinson,0.6,https://maax.com/en/product/exhibit-6632-ifs_106221?v=106221-R-000-001,,"=IMAGE(""https://abgprdcdn-maax.azureedge.net/-/media/productassets/maax/106221/images/maax-mx106221-001-2.jpg?h=672&w=800&v=1&d=20171018T232843Z&hash=59C9B0DB4FCE4F73FF79B541258BB5007E0E7173"",1)",
Maax Exhibit 66x36x18 (Acrylic / Alcove / LH),"Exhibit IFS acrylic bath with integral apron, integral flange, and left-hand drain | Nominal Size: 66x36x18 | Bathing Well: 48 5/8"" x 21 7/8"" x 14 1/2"" (60 gallon capacity); Requires separate drain (10022491); Therapy Systems Available",White,106179-L-000-001,"$1,163.00",Robinson,0.6,https://maax.com/en/product/exhibit-6636-ifs_106179?v=106179-L-000-001,,"=IMAGE("""",1)",
Maax Exhibit 66x36x18 (Acrylic / Alcove / RH),"Exhibit IFS acrylic bath with integral apron, integral flange, and right-hand drain | Nominal Size: 66x36x18 | Bathing Well: 48 5/8"" x 21 7/8"" x 14 1/2"" (60 gallon capacity); Requires separate drain (10022491); Therapy Systems Available",White,106179-R-000-001,"$1,163.00",Robinson,0.6,https://maax.com/en/product/exhibit-6636-ifs_106179?v=106179-R-000-001,,"=IMAGE("""",1)",
"Maax Exhibit 72x36x18, No Apron (Acrylic / Alcove / LH)","Exhibit IF acrylic bath with integral flange, less apron
- Left-hand drain
- Nominal Size: 72"" x 36"" x 18""
- Bathing Well: 66 1/4"" x 27 7/8"" x 14 1/2""
- 64 gallon capacity
- Requires separate drain (10022491)
- Therapy Systems Available",White,106182-L-000-001,$951.00,Robinson,0.6,https://maax.com/en/product/exhibit-7236-if_106182,,"=IMAGE(""https://maax.com/-/media/productassets/maax/106182/images/maax-mx106182-001-2.jpg?h=672&w=800&v=1&d=20171018T231252Z&hash=358FAC41CFD656EB6F35145D9B09CA57BCA23BD7"",1)",
"Maax Exhibit 72x36x18, No Apron (Acrylic / Alcove / RH)","Exhibit IF acrylic bath with integral flange, less apron
- Right-hand drain
- Nominal Size: 72"" x 36"" x 18""
- Bathing Well: 66 1/4"" x 27 7/8"" x 14 1/2""
- 64 gallon capacity
- Requires separate drain (10022491)
- Therapy Systems Available",White,106182-R-000-001,$951.00,Robinson,0.6,https://maax.com/en/product/exhibit-7236-if_106182,,"=IMAGE(""https://maax.com/-/media/productassets/maax/106182/images/maax-mx106182-001-2.jpg?h=672&w=800&v=1&d=20171018T231252Z&hash=358FAC41CFD656EB6F35145D9B09CA57BCA23BD7"",1)",
Maax Jazz F 66x36x24 (Acrylic / Freestanding),"Jazz F acrylic freestanding oval bath
- Nominal Size: 66"" x 36"" x 24""
- Bathing Well: 57 5/8"" x 24 1/4"" x 18""
- 58 gallon capacity
- Requires F2 drain (10034341)
- Requires positioning template (10027224)
- Therapy options available",White,105359-000-001,"$2,434.00",Robinson,0.6,https://maax.com/en/product/jazz-f_105359/,,"=IMAGE(""https://maax.com/-/media/productassets/maax/105359/images/maax-mx105359-001-2.jpg?h=672&w=800&v=1&d=20171018T220008Z&hash=7C6AC8354DA32A7A93E6121377618C824677967C"",1)",
Maax Joan 60x32x31 (Acrylic / Freestanding),"Joan acrylic freestanding oval bath | Nominal Size: 61"" x 32"" x 31"" | Bathing Well: 38"" x 15 1/2"" x 16 3/8"" (73 gallon capacity); Requires F2 drain kit (10034341) and positioning template (10037816)",White,106387-000-001,"$2,611.00",Robinson,0.6,https://maax.com/en/product/joan_106387,,"=IMAGE(""https://abgprdcdn-maax.azureedge.net/-/media/productassets/maax/106387/images/maax-mx106387-001-2.jpg?h=672&w=800&v=1&d=20171122T183236Z&hash=4BE07BE4FF82D46127CB72326BA45081FE1EB999"",1)",
Maax Louie 58x29x23 (Acrylic / Freestanding / Center),"Louie acrylic freestanding oval bath
- Nominal Size: 58"" x 29"" x 23""
- Bathing Well: 40 5/8"" x 16 1/8"" x 15 1/8""
- 62 gallon capacity
- Requires F2 Drain kit (10034341) and linear drain trim (10037670)",White,106384-000-001,"$2,228.00",Robinson,0.6,https://maax.com/en/product/louie-5829_106384,,"=IMAGE(""https://maax.com/-/media/productassets/maax/106384/images/maax-mx106384-001-2.jpg?h=672&w=800&v=1&d=20171122T183637Z&hash=2B9808991F0FB78FCCED99476FC49C136F5D6738"",1)",
Maax Lounge 64x34x22 (Acrylic / Freestanding),"Lounge acrylic freestanding rectangular bath
- Nominal Size: 64"" x 34"" x 22 1/4""
- Bathing Well: 57 3/8"" x 32 1/4""
- 68 gallon capacity
- Requires F2 Drain kit (10034341) 
- Requires positioning template (10032737)",White,105798-000-001,"$2,352.00",Robinson,0.6,https://maax.com/en/product/lounge_105798,,"=IMAGE(""https://maax.com/-/media/productassets/maax/105798/images/maax-mx105798-001-2.jpg?h=672&w=800&v=1&d=20171018T223746Z&hash=1C6331D6CF97C26E60FDF008A07F1945D39C4494"",1)",
Maax ModulR 60x32x23 (Acrylic / Alcove / LH),"ModulR acrylic alcove tub with integrated apron, integrated tile flange, and arm rests
- Left-hand drain
- Nominal size: 60"" x 32"" x 23""
- Bathing well: 45 3/8"" x 17 7/8"" x 16 1/2""
- Requires waste and overflow (10032807)
- For use with ModulR shower pan",White,"410019-000-001-001
(No web page; Model pulled from ModulR Configurator Tool)","$1,671.00",Robinson,0.6,NOT AVAILABLE,,"=IMAGE(""https://maax.com/-/media/productassets/maax/410009/images/maax-mx410009-001-1.jpg?h=672&w=800&v=1&d=20171019T010940Z&hash=0DC297BD56EBD162C943F60F83E5C1847E9C2A3D"",1)",
Maax ModulR 60x32x23 (Acrylic / Alcove / RH),"ModulR acrylic alcove tub with integrated apron, integrated tile flange, and arm rests
- Right-hand drain
- Nominal size: 60"" x 32"" x 23""
- Bathing well: 45 3/8"" x 17 7/8"" x 16 1/2""
- Requires waste and overflow (10032807)
- For use with ModulR shower pan",White,"410020-000-001-002
(No web page; Model pulled from ModulR Configurator Tool)","$1,671.00",Robinson,0.6,NOT AVAILABLE,,"=IMAGE(""https://maax.com/-/media/productassets/maax/410009/images/maax-mx410009-001-1.jpg?h=672&w=800&v=1&d=20171019T010940Z&hash=0DC297BD56EBD162C943F60F83E5C1847E9C2A3D"",1)",
Maax ModulR 60x32x18 (Acrylic / Freestanding Wall-Mount / LH),"ModulR acrylic wall mounted tub with integrated apron, integrated flange, armrests, left-hand drain, and deck space for faucet installation | Nominal Size: 60″ X 32″ X 23″ | Bathing Well: 45 3/8"" x 17 7/8"" x 15 3/4"" (58 gallon capacity); Requires flexible waste and overflow (10032807)",White,410009-L-000-001,"$2,044.00",Robinson,0.6,https://maax.com/en/product/modulr-6032-wall-mounted-%28with-armrests%29_410009,,"=IMAGE(""https://abgprdcdn-maax.azureedge.net/-/media/productassets/maax/410009/images/maax-mx410009-001.jpg?h=672&w=800&v=1&d=20171019T010945Z&hash=BF14A82EE8A9ECBFA677A96615CF9047362B77BE"",1)",
Maax ModulR 60x32x18 (Acrylic / Freestanding Wall-Mount / RH),"ModulR acrylic wall mounted tub with integrated apron, integrated flange, armrests, right-hand drain, and deck space for faucet installation | Nominal Size: 60″ X 32″ X 23″ | Bathing Well: 45 3/8"" x 17 7/8"" x 15 3/4"" (58 gallon capacity); Requires flexible waste and overflow (10032807)",White,410009-R-000-001,"$2,044.00",Robinson,0.6,https://maax.com/en/product/modulr-6032-wall-mounted-%28with-armrests%29_410009?v=410009-R-000-001,,"=IMAGE(""https://abgprdcdn-maax.azureedge.net/-/media/productassets/maax/410009/images/maax-mx410009-001.jpg?h=672&w=800&v=1&d=20171019T010945Z&hash=BF14A82EE8A9ECBFA677A96615CF9047362B77BE"",1)",
Maax Optik 60x32x23 (Acrylic / Freestanding Rectangular / End),"Optik acrylic freestanding tub with deck space for faucet installation | Nominal Size: 60″ X 32″ X 23″ | Bathing Well: 43 1/8"" x 19 7/8"" x 17 1/4"" (55 gallon capacity); Requires F2 Drain kit (10034341) and positioning template (10032739); Air massage system available",White,105571-000-001,"$2,250.00",Robinson,0.6,https://maax.com/en/product/optik-6032-f_105571,,"=IMAGE(""https://abgprdcdn-maax.azureedge.net/-/media/productassets/maax/105571/images/maax-mx105571-001-2.jpg?h=672&w=800&v=1&d=20171018T221648Z&hash=5C4AFF642FE89CC1E476ADF60A2E257AB69F6CA8"",1)",
Maax Optik 66x36x24 (Acrylic / Freestanding Rectangular),"Optik acrylic freestanding rectangular bath
- Nominal Size: 66"" x 36"" x 24""
- Bathing Well: 45"" x 21 5/8"" x 18 1/2""
- 47 gallon capacity
- Requires F2 drain (10034341)
- Requires positioning template (10028785)
- Therapy options available",White,105742-000-001,"$2,588.00",Robinson,0.6,https://maax.com/en/product/optik-6636-f_105742/,,"=IMAGE(""https://maax.com/-/media/productassets/maax/105742/images/maax-mx105742-001-2.jpg?h=672&w=800&v=1&d=20171018T223244Z&hash=EF2BC25C85F3B68DEF0E1C3A08490BBA1D74234E"",1)",
Maax Optik 66x36x24 (Acrylic / Freestanding Rectangular) (BLACK),"Optik acrylic freestanding rectangular bath
- Nominal Size: 66"" x 36"" x 24""
- Bathing Well: 45"" x 21 5/8"" x 18 1/2""
- 47 gallon capacity
- Requires F2 drain (10034341)
- Requires positioning template (10028785)
- Therapy options available",White with black apron,105742-000-015,"$3,105.00",Robinson,0.6,https://maax.com/en/product/optik-6636-f_105742/,,"=IMAGE(""https://maax.com/-/media/productassets/maax/105742/images/maax-mx105742-015-1.jpg?h=672&w=800&v=1&d=20171018T223259Z&hash=2C517D365DCC9DEBF4AF5F935F76F270FDBA1A51"",1)",
Maax Optik 72x36x23 (Acrylic / Undermount / Drop-In / Center),"Optik acrylic undermount or drop-in bath with center drain and deck space for faucet installation
- Nominal Size: 72"" x 36"" x 23 1/2""
- Bathing Well: 42 1/2"" x 27"" x 20 3/4""
- 47 gallon capacity
- Requires waste and overflow (10025081 or 535-PVCHK)
- Therapy options available",White,101270-000-001,"$1,567.00",Robinson,0.6,https://maax.com/en/product/optik-7236_101270,,"=IMAGE(""https://maax.com/-/media/productassets/maax/101270/images/maax-mx101270-001-2.jpg?h=672&w=800&v=1&d=20171018T204345Z&hash=008716DF8A3A9DCA6F0A72EB961520944444BB76"",1)",
Maax Optik 72x42x23 (Acrylic / Undermount / Drop-In / Center),"Optik acrylic undermount or drop-in bath with center drain and deck space for faucet installation
- Nominal Size: 72"" x 42"" x 23 1/2""
- Bathing Well: 42 5/8"" x 33"" x 20 3/4""
- 92 gallon capacity
- Requires waste and overflow (10025081 or 535-PVCHK)
- Therapy options available",White,101275-000-001,"$1,766.00",Robinson,0.6,https://maax.com/en/product/optik-7242_101275,,"=IMAGE(""https://maax.com/-/media/productassets/maax/101275/images/maax-mx101275-001-2.jpg?h=672&w=800&v=1&d=20171018T204411Z&hash=B760405EFEB919B064C5818AB384564ADA585AB6"",1)",
Maax Pose 60x32x24 (Acrylic / Drop-In or Undermount),"Pose acrylic undermount or drop-in bath with end drain
- Nominal Size: 60"" x 32"" x 24""
- Bathing Well: 51 1/8"" x 23 5/8"" x 18""
- 64 gallon capacity
- Requires waste and overflow (10025081 or 535-PVCHK)
- Therapy options available",White,101457-000-001,"$1,019.00",Robinson,0.6,https://maax.com/en/product/pose-6032_101457,,"=IMAGE(""https://maax.com/-/media/productassets/maax/101457/images/maax-mx101457-001-2.jpg?h=168&w=200&v=1&d=20171018T205127Z&hash=0AB1279FB2B428506688F00CAEC0E5631781D263"",1)",
Maax Pose 66x32x24 (Acrylic / Alcove / LH),"Pose IF acrylic alcove bath with integral flange, deck space for faucet installation, and left-hand drain | Nominal Size: 66"" x 32"" x 24"" | Bathing Well: 50 3/8"" x 21 3/8"" x 18"" (72 gallon capacity); Requires cable-operated waste and overflow (10022491); Separate apron available (101954 or 101957); Therapy Systems Available",White,106204-L-000-001,"$1,124.00",Robinson,0.6,https://maax.com/en/product/pose-6632-if_106204,,"=IMAGE(""https://abgprdcdn-maax.azureedge.net/-/media/productassets/maax/106204/images/maax-mx106204-001-2.jpg?h=672&w=800&v=1&d=20171018T232052Z&hash=336A95179742697BF7C957971F1015B1CED760EC"",1)",
Maax Pose 66x32x24 (Acrylic / Alcove / RH),"Pose IF acrylic alcove bath with integral flange, deck space for faucet installation, and right-hand drain | Nominal Size: 66"" x 32"" x 24"" | Bathing Well: 50 3/8"" x 21 3/8"" x 18"" (72 gallon capacity); Requires cable-operated waste and overflow (10022491); Separate apron available (101954 or 101957); Therapy Systems Available",White,106204-R-000-001,"$1,124.00",Robinson,0.6,https://maax.com/en/product/pose-6632-if_106204?v=106204-R-000-001,,"=IMAGE(""https://abgprdcdn-maax.azureedge.net/-/media/productassets/maax/106204/images/maax-mx106204-001-2.jpg?h=672&w=800&v=1&d=20171018T232052Z&hash=336A95179742697BF7C957971F1015B1CED760EC"",1)",
"Maax Pose 66x32x24 (Acrylic / Drop-in, Undermount / LH or RH)","Pose acrylic drop-in or undermount bath with deck space for faucet installation | Nominal Size: 66"" x 32"" x 24"" | Bathing Well: 50 3/8"" x 21 3/8"" x 18"" (72 gal capacity); Requires cable-operated waste and overflow (10022491); Therapy systems available",White,101458-000-001,"$1,124.00",Robinson,0.6,https://maax.com/en/product/pose-6632_101458,,"=IMAGE(""https://abgprdcdn-maax.azureedge.net/-/media/productassets/maax/101458/images/maax-mx101458-001-2.jpg?h=672&w=800&v=1&d=20171018T205158Z&hash=0D4A617683D8E4F068415D63109AFC2859B473B8"",1)",
Maax Pose 66x36x24 (Acrylic / Alcove / LH),"Pose IF acrylic alcove bath with integral flange, deck space for faucet installation, and left-hand drain; Nominal Size: 66"" x 36"" x 24"" | Bathing Well: 50 3/8"" x 25 3/8"" x 18"" (85 gallon capacity); Requires cable-operated waste and overflow (10022491); Separate apron available (101954 or 101957); Therapy Systems Available",White,106207-L-000-001,"$1,211.00",Robinson,0.6,https://maax.com/en/product/pose-6636-if_106207,,"=IMAGE(""https://abgprdcdn-maax.azureedge.net/-/media/productassets/maax/106207/images/maax-mx106207-001-2.jpg?h=672&w=800&v=1&d=20171018T232235Z&hash=240C3322A2EA93AE22D0C27E8A2D4AFE42D8806F"",1)",
